report_date,market_code,market_name,open_interest,hedge_fund_long,hedge_fund_short,institutional_long,institutional_short,other_reportable_long,other_reportable_short,small_trader_long,small_trader_short,source
2024-10-15,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6413,820,3631,1476,271,717,741,761,377,bykaranteli.com
2024-10-15,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,32079,12161,6248,1027,2586,8589,12430,1165,303,bykaranteli.com
2024-10-08,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,29382,1980,20828,9632,359,13007,810,1250,840,bykaranteli.com
2024-10-08,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15447,2939,10834,2627,41,2808,871,4414,1297,bykaranteli.com
2024-10-08,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6198,730,2887,1390,162,2810,1373,652,517,bykaranteli.com
2024-10-08,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,32966,15774,13381,1335,2560,7763,9902,1273,312,bykaranteli.com
2024-10-01,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,28539,2690,20031,9163,359,12237,792,1150,919,bykaranteli.com
2024-10-01,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15521,3557,12395,2814,0,2494,720,4006,1212,bykaranteli.com
2024-10-01,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6087,1023,2873,1423,168,2364,1160,686,528,bykaranteli.com
2024-10-01,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,21566,8483,13678,2108,1782,7021,2385,1118,205,bykaranteli.com
2024-09-24,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,30542,1985,20623,9233,365,13060,950,1433,980,bykaranteli.com
2024-09-24,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21828,5109,9666,2347,127,2687,757,4047,1529,bykaranteli.com
2024-09-24,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6489,998,3373,1541,122,2291,823,813,597,bykaranteli.com
2024-09-24,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,28488,4503,16842,2211,2673,12277,995,1053,217,bykaranteli.com
2024-09-17,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,30995,1914,19963,11674,416,10213,1053,1238,861,bykaranteli.com
2024-09-17,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,25576,8738,11939,711,127,2307,880,3841,1516,bykaranteli.com
2024-09-17,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6718,1141,3244,1354,148,2623,1193,686,512,bykaranteli.com
2024-09-17,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,31443,5778,20879,4851,2670,11265,1714,998,364,bykaranteli.com
2024-09-10,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,28157,1748,18886,18196,367,2926,1083,1225,957,bykaranteli.com
2024-09-10,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20013,7163,7785,947,83,2629,951,3771,1627,bykaranteli.com
2024-09-10,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6204,1029,3003,2978,129,1019,1178,610,567,bykaranteli.com
2024-09-10,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,26449,5765,21052,5356,2144,10659,1352,906,402,bykaranteli.com
2024-09-03,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,26859,2184,18876,17664,371,3207,1063,1067,824,bykaranteli.com
2024-09-03,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,13719,5944,6166,988,29,2736,954,3557,1676,bykaranteli.com
2024-09-03,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5939,802,2896,3098,85,1028,1249,596,577,bykaranteli.com
2024-09-03,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,24275,4870,7836,3701,2454,10434,2182,886,262,bykaranteli.com
2024-08-27,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,29817,2365,20297,19303,604,3180,794,1308,1010,bykaranteli.com
2024-08-27,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,44017,24804,29857,1071,107,3777,911,4999,1523,bykaranteli.com
2024-08-27,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6977,1248,3194,3031,105,1023,1333,676,592,bykaranteli.com
2024-08-27,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,64821,28861,54908,3268,5469,14405,648,1152,396,bykaranteli.com
2024-08-20,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,29630,1905,19036,18784,620,2997,918,1215,989,bykaranteli.com
2024-08-20,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,46944,27473,29492,728,78,4059,1800,4691,1604,bykaranteli.com
2024-08-20,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,7337,1038,3531,3205,102,1072,1137,703,493,bykaranteli.com
2024-08-20,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,65013,25439,54705,3037,5460,12730,1401,1277,310,bykaranteli.com
2024-08-13,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,27874,2203,19491,18608,598,3000,622,1148,867,bykaranteli.com
2024-08-13,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,31298,11743,20509,607,122,3573,1757,4375,1532,bykaranteli.com
2024-08-13,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6836,1006,3883,3098,132,1137,695,722,399,bykaranteli.com
2024-08-13,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,59513,19299,51009,3319,5317,21889,1220,1375,252,bykaranteli.com
2024-08-06,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,27535,1882,19127,17710,629,3900,622,1164,983,bykaranteli.com
2024-08-06,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,35838,19464,24373,1406,63,3253,2437,4461,1601,bykaranteli.com
2024-08-06,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6703,1194,3545,3007,180,1066,767,697,514,bykaranteli.com
2024-08-06,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,63171,14340,53402,4362,5179,31333,1503,1179,388,bykaranteli.com
2024-07-30,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,28605,2700,20293,19767,643,1670,721,1467,792,bykaranteli.com
2024-07-30,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22938,8357,14712,2676,34,3726,3831,4478,1287,bykaranteli.com
2024-07-30,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6243,1334,3311,3059,211,574,973,773,394,bykaranteli.com
2024-07-30,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,19764,3190,8690,586,1586,10431,697,1233,217,bykaranteli.com
2024-07-23,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,32435,1868,20542,20438,636,2093,1094,1598,1119,bykaranteli.com
2024-07-23,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,33492,18952,24360,2466,0,3956,2278,5031,1447,bykaranteli.com
2024-07-23,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,7661,1833,3449,2975,271,552,1268,1041,409,bykaranteli.com
2024-07-23,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,38916,15174,10848,488,1604,16898,3450,1827,222,bykaranteli.com
2024-07-16,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,31183,1636,20439,19999,656,2963,1150,1463,1065,bykaranteli.com
2024-07-16,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,28102,11698,20102,2423,25,4347,2193,5178,1587,bykaranteli.com
2024-07-16,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6772,1341,3221,2878,362,514,1052,944,424,bykaranteli.com
2024-07-16,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,38409,14196,10939,1614,2422,16888,3437,1802,203,bykaranteli.com
2024-07-09,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,28241,1152,18928,17695,563,3882,701,1363,1157,bykaranteli.com
2024-07-09,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22003,6513,17497,2544,27,4214,2036,5231,1702,bykaranteli.com
2024-07-09,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6462,1964,3615,2323,292,514,652,906,517,bykaranteli.com
2024-07-09,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,31104,9426,10516,3503,1495,14935,3928,1573,162,bykaranteli.com
2024-07-02,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,27063,1251,18022,17291,493,2663,551,1347,947,bykaranteli.com
2024-07-02,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,14574,2753,10289,2694,21,3372,2183,4194,1522,bykaranteli.com
2024-07-02,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6461,2417,3446,2143,160,533,1451,886,393,bykaranteli.com
2024-07-02,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,23028,5229,8516,1056,1540,13121,4106,1186,237,bykaranteli.com
2024-06-25,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,30171,1655,18592,17398,493,2783,531,1499,1116,bykaranteli.com
2024-06-25,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,24927,9282,16676,2803,10,4022,2253,5077,1638,bykaranteli.com
2024-06-25,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,7450,2843,3968,2230,139,532,1347,870,365,bykaranteli.com
2024-06-25,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,49936,24456,31643,2055,1399,15543,4917,1612,246,bykaranteli.com
2024-06-18,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,30627,2477,19548,17911,654,2537,636,1539,1041,bykaranteli.com
2024-06-18,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,28644,10899,23100,2991,0,4166,2272,4568,1733,bykaranteli.com
2024-06-18,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,7327,2702,3713,2168,226,516,1110,899,313,bykaranteli.com
2024-06-18,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,47014,22546,26231,1541,1459,13631,6611,1732,283,bykaranteli.com
2024-06-11,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,30503,2402,20045,18482,591,2396,762,1632,943,bykaranteli.com
2024-06-11,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,27265,8878,22045,2926,0,4056,2197,5039,1593,bykaranteli.com
2024-06-11,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,7088,2784,3313,1858,182,599,1115,998,351,bykaranteli.com
2024-06-11,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,41867,18940,18881,1975,804,12863,6032,1924,249,bykaranteli.com
2024-06-04,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,31086,3326,21276,18527,636,2844,809,1601,848,bykaranteli.com
2024-06-04,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22799,4411,18201,2998,13,3816,2218,5246,1551,bykaranteli.com
2024-06-04,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6323,2473,2392,1547,219,612,1670,1162,261,bykaranteli.com
2024-06-04,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,28733,9712,15851,1193,1238,13414,3302,1790,254,bykaranteli.com
2024-05-28,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,30255,2140,19191,18594,773,1919,946,1763,859,bykaranteli.com
2024-05-28,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,32606,13004,22712,2884,43,4088,2458,5381,1546,bykaranteli.com
2024-05-28,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6544,2499,2580,1347,202,636,1077,1027,406,bykaranteli.com
2024-05-28,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,29487,6302,17085,728,1100,13483,3871,2157,264,bykaranteli.com
2024-05-21,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,30694,2332,19154,18734,706,2098,1162,1586,818,bykaranteli.com
2024-05-21,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,31540,12533,21661,719,0,4055,3103,5463,1614,bykaranteli.com
2024-05-21,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5964,1948,2751,1305,108,557,692,1199,526,bykaranteli.com
2024-05-21,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,36274,9444,25297,1128,1264,8583,2817,1977,279,bykaranteli.com
2024-05-14,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,27077,1833,17479,16904,518,2057,1245,1519,921,bykaranteli.com
2024-05-14,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21965,8472,12322,708,46,3228,2599,4511,1728,bykaranteli.com
2024-05-14,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4326,1169,2083,1099,0,801,804,811,503,bykaranteli.com
2024-05-14,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,20427,6509,7750,1128,864,8932,3044,1500,340,bykaranteli.com
2024-05-07,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,26155,1899,17120,17255,476,1435,1162,1588,939,bykaranteli.com
2024-05-07,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19478,7929,7456,782,25,3236,2253,4598,1548,bykaranteli.com
2024-05-07,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4411,1237,2202,1230,0,735,871,761,406,bykaranteli.com
2024-05-07,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,22232,7556,8517,1284,1238,7784,4014,1371,290,bykaranteli.com
2024-04-30,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,24795,2061,16525,16882,421,411,977,1461,937,bykaranteli.com
2024-04-30,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12318,2447,3559,688,29,3017,1736,4344,1707,bykaranteli.com
2024-04-30,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5155,2165,2704,1238,0,589,1046,709,408,bykaranteli.com
2024-04-30,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,19442,5939,5128,1402,1305,6448,6649,1471,348,bykaranteli.com
2024-04-23,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,27932,2566,19059,19010,517,701,679,1525,868,bykaranteli.com
2024-04-23,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21148,3250,13121,654,49,3570,1524,5232,1470,bykaranteli.com
2024-04-23,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5126,1525,2424,1377,58,710,851,827,393,bykaranteli.com
2024-04-23,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,34745,17481,17211,1432,1226,8171,3381,1743,472,bykaranteli.com
2024-04-16,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,29526,2653,17836,18898,632,598,1665,1532,856,bykaranteli.com
2024-04-16,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,17021,3838,9072,741,68,4190,1338,5302,1571,bykaranteli.com
2024-04-16,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5644,2340,2882,1295,50,696,1068,806,316,bykaranteli.com
2024-04-16,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,25950,10386,15357,1632,1411,8420,3849,1793,364,bykaranteli.com
2024-04-09,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,29074,2994,19010,19547,508,807,2228,1699,708,bykaranteli.com
2024-04-09,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16624,4119,6488,778,69,4597,1298,5396,1401,bykaranteli.com
2024-04-09,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5984,2401,3216,1465,0,738,1036,828,339,bykaranteli.com
2024-04-09,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,24560,7233,10053,1369,1473,9822,2578,1868,165,bykaranteli.com
2024-04-02,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,29745,3232,19313,19477,548,821,2521,1619,771,bykaranteli.com
2024-04-02,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15551,4162,5226,629,24,4279,639,5425,1342,bykaranteli.com
2024-04-02,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6498,2902,3360,1436,40,737,1304,846,269,bykaranteli.com
2024-04-02,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,21527,6683,6778,1442,1269,8621,2318,1524,307,bykaranteli.com
2024-03-26,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,31238,3629,19731,19284,588,827,2675,1823,857,bykaranteli.com
2024-03-26,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,64477,42524,20880,526,34,6536,860,5450,1709,bykaranteli.com
2024-03-26,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,7180,3201,3503,1494,0,517,1382,1111,362,bykaranteli.com
2024-03-26,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,46054,25373,6218,1259,1238,11489,2447,2206,286,bykaranteli.com
2024-03-19,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,33196,5548,19917,18097,524,895,2717,1663,820,bykaranteli.com
2024-03-19,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,54643,38053,17766,577,58,5860,941,4975,1367,bykaranteli.com
2024-03-19,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,7366,3723,3924,1464,0,511,1232,1000,328,bykaranteli.com
2024-03-19,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,49906,29004,6593,1629,1489,13563,2845,2120,407,bykaranteli.com
2024-03-12,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,30398,3813,19287,18936,464,879,2754,1800,865,bykaranteli.com
2024-03-12,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,47762,31750,15131,743,40,5946,998,4993,1536,bykaranteli.com
2024-03-12,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,7239,2747,3999,1866,0,585,969,1132,342,bykaranteli.com
2024-03-12,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,51845,27380,7163,2184,1194,16098,2592,2231,397,bykaranteli.com
2024-03-05,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,27747,4650,17059,15924,393,770,2116,1705,813,bykaranteli.com
2024-03-05,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,38184,25199,12267,830,1,5322,749,4564,1239,bykaranteli.com
2024-03-05,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,7471,2715,3782,1891,26,701,960,1045,289,bykaranteli.com
2024-03-05,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,47400,23625,5857,1982,1376,16396,1424,1714,273,bykaranteli.com
2024-02-27,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,25229,4141,15037,14065,311,1631,1998,1726,719,bykaranteli.com
2024-02-27,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,17533,7761,6985,894,29,3203,797,4226,1124,bykaranteli.com
2024-02-27,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6564,2656,4062,1756,29,345,201,1089,299,bykaranteli.com
2024-02-27,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,27250,11028,5723,1564,1836,11141,1038,1562,229,bykaranteli.com
2024-02-20,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,25530,4400,14677,13724,34,1380,2024,1724,828,bykaranteli.com
2024-02-20,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20586,10069,4638,775,4708,3657,715,4096,1205,bykaranteli.com
2024-02-20,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6749,2422,4259,1747,0,629,125,1047,433,bykaranteli.com
2024-02-20,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,23224,9544,8220,1306,1621,8192,1390,1513,228,bykaranteli.com
2024-02-13,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,24769,3935,14059,13220,0,1560,1886,1725,956,bykaranteli.com
2024-02-13,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19838,10444,4214,769,4708,3097,787,4040,1010,bykaranteli.com
2024-02-13,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6449,2339,4369,1563,34,827,40,977,324,bykaranteli.com
2024-02-13,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,18346,5382,5032,1459,1737,7286,2776,1333,271,bykaranteli.com
2024-02-06,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,20897,2938,12252,12290,0,614,1074,1591,825,bykaranteli.com
2024-02-06,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16080,7197,3130,797,4708,2317,733,3705,790,bykaranteli.com
2024-02-06,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5668,1949,4312,1271,33,1265,0,798,297,bykaranteli.com
2024-02-06,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,17084,3710,5778,1356,1645,8087,988,1111,172,bykaranteli.com
2024-01-30,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,20679,2642,12123,12793,0,762,1646,1435,654,bykaranteli.com
2024-01-30,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12009,4812,3057,805,4708,2062,490,3689,845,bykaranteli.com
2024-01-30,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5141,1812,3706,1278,34,864,0,797,227,bykaranteli.com
2024-01-30,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,15161,3009,5402,1394,1557,6477,2246,1066,204,bykaranteli.com
2024-01-23,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,22815,2972,11328,12427,42,288,2662,1613,839,bykaranteli.com
2024-01-23,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,24261,8918,7384,818,4733,3608,1142,4146,1082,bykaranteli.com
2024-01-23,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6136,2343,3518,1291,1,718,229,994,436,bykaranteli.com
2024-01-23,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,35996,13546,13257,2394,1204,13038,4610,1118,290,bykaranteli.com
2024-01-16,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,23286,3578,13413,12824,15,613,1488,1747,728,bykaranteli.com
2024-01-16,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20647,8204,6258,795,2795,3697,964,4486,891,bykaranteli.com
2024-01-16,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6556,2494,4308,1636,43,858,337,1017,276,bykaranteli.com
2024-01-16,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,37812,12493,13040,3458,1074,15324,2023,1453,221,bykaranteli.com
2024-01-09,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,26846,3579,14998,14339,0,3484,1888,1561,722,bykaranteli.com
2024-01-09,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,14146,4213,5224,849,2993,2891,907,4255,1037,bykaranteli.com
2024-01-09,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5853,2236,3618,1503,42,670,378,941,317,bykaranteli.com
2024-01-09,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,21593,2669,8875,1572,708,9452,1884,1219,212,bykaranteli.com
2024-01-02,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,23579,3317,13616,12724,0,2977,1404,1684,697,bykaranteli.com
2024-01-02,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,10404,1538,6408,1430,102,2949,943,3576,1096,bykaranteli.com
2024-01-02,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5548,2095,3319,1821,40,364,700,912,276,bykaranteli.com
2024-01-02,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,20558,879,6276,3099,420,10029,2290,1014,205,bykaranteli.com
2023-12-26,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,22526,2818,12649,11862,0,2162,538,2145,935,bykaranteli.com
2023-12-26,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,14634,2963,5252,1470,38,2906,1097,3938,1067,bykaranteli.com
2023-12-26,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5621,2314,2965,1649,0,230,932,902,279,bykaranteli.com
2023-12-26,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,29053,5951,3970,2973,717,12036,3807,1386,190,bykaranteli.com
2023-12-19,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,23239,3187,12415,11606,0,2625,520,2589,1543,bykaranteli.com
2023-12-19,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,13858,3626,4783,1523,68,2863,1074,4056,1604,bykaranteli.com
2023-12-19,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5137,1690,2724,1732,30,314,599,940,409,bykaranteli.com
2023-12-19,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,30286,6391,3923,3681,405,11187,3688,1678,746,bykaranteli.com
2023-12-12,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,21211,3435,11606,11469,0,1760,379,1654,775,bykaranteli.com
2023-12-12,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,11848,3177,5254,1496,63,2504,1025,3586,1254,bykaranteli.com
2023-12-12,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5193,1915,2774,1586,31,279,666,900,299,bykaranteli.com
2023-12-12,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,25777,6968,4001,3517,832,9785,3164,1183,314,bykaranteli.com
2023-12-05,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,23035,4390,12535,11735,0,3030,1691,1641,778,bykaranteli.com
2023-12-05,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,11235,2460,5069,1493,25,2510,975,3688,1567,bykaranteli.com
2023-12-05,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6373,2291,3624,1711,28,920,976,1069,491,bykaranteli.com
2023-12-05,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,24202,3928,6059,2142,605,11422,3236,1139,285,bykaranteli.com
2023-11-28,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,23027,4479,13303,11448,0,3720,1565,1688,735,bykaranteli.com
2023-11-28,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,9584,2240,4690,1535,0,2047,890,3296,1059,bykaranteli.com
2023-11-28,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5748,1984,3575,1567,25,1056,771,840,295,bykaranteli.com
2023-11-28,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,17532,948,4536,2117,576,8128,3317,820,291,bykaranteli.com
